Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Male,48,136596.85,1,1,185791.9,0
Germany,Female,43,98807.45,0,0,184570.04,1
France,Female,31,0,0,1,130446.65,0
France,Male,37,0,1,1,82867.55,0
France,Female,30,107499.7,1,1,187632.22,0
Spain,Female,23,0,1,0,56759.79,0
France,Female,30,0,1,0,34180.33,0
France,Female,28,0,1,1,158545.25,0
France,Female,41,176024.05,1,0,182337.98,0
France,Female,39,0,1,1,84175.34,0
Germany,Male,39,127631.62,0,1,22197.8,1
Spain,Female,19,0,1,0,189641.11,0
Germany,Female,26,109819.16,1,0,154491.39,0
Spain,Female,41,138734.94,1,0,90020.74,0
Germany,Male,25,111363.1,1,0,197264.35,0
France,Male,34,0,1,1,31933.06,0
Germany,Male,28,143988,1,0,8755.69,1
France,Male,34,118838.75,1,1,52820.13,0
Spain,Male,35,161637.75,1,1,20008.46,0
France,Female,44,133793.89,1,1,34607.14,1
Germany,Male,35,71553.83,1,0,177384.45,0
France,Female,62,0,1,1,165702.64,0
France,Female,40,0,1,0,167889.1,0
France,Female,38,0,1,1,133122.62,0
France,Female,62,64667.95,0,1,140454.14,0
France,Female,28,121164.11,1,1,59938.81,0
Spain,Male,50,0,1,0,12016.79,0
Spain,Male,72,98903.06,1,1,81251.24,0
France,Female,31,104158.84,1,0,134169.85,0
France,Male,54,0,1,1,94888.6,0
Spain,Female,63,139529.93,1,1,175696.16,1
France,Female,25,0,0,1,96758.58,0
France,Male,53,64646.7,1,0,128019.48,1
France,Male,71,0,1,1,146895.36,1
France,Female,40,0,1,1,139356.3,0
France,Male,35,118894.22,0,0,2923.61,0
France,Male,24,0,0,1,121232.51,0
France,Male,30,0,1,1,2053.42,0
France,Female,41,68213.99,1,1,6382.46,0
Spain,Female,31,0,1,0,158750.13,0
Spain,Male,47,139196,0,1,74028.36,0
France,Female,32,0,1,1,44099.75,0
Germany,Male,50,126345.55,0,1,17323,1
Spain,Male,40,0,1,1,175043.69,0
France,Female,38,0,1,0,146388.85,1
France,Female,43,0,0,0,2465.8,0
France,Male,18,0,1,1,47799.15,0
France,Male,34,129278.43,0,0,165562.84,0
France,Male,31,119558.35,0,0,72927.68,0
Germany,Female,41,92467.58,1,0,38270.47,0
France,Male,27,0,0,0,120893.07,0
Spain,Female,31,0,1,0,188377.21,0
Spain,Male,36,0,1,0,55902.93,0
Spain,Male,56,99340.83,0,0,4523.74,1
Spain,Female,24,0,1,1,102195.16,0
Spain,Female,28,126833.79,1,0,60843.09,1
Germany,Male,29,109676.52,1,1,25548.47,0
France,Female,29,0,0,1,134462.29,0
Germany,Male,53,134729.99,1,1,132702.64,0
France,Male,37,98431.37,0,0,75698.44,0
Germany,Male,33,130368.31,1,0,105642.43,0
France,Female,31,123974.96,1,0,102153.75,0
France,Male,63,138082.16,0,1,166677.54,0
France,Male,45,129855.32,0,0,24218.65,0
France,Male,40,132308.22,0,0,117122.5,0
Germany,Female,45,155447.65,1,0,51871.95,1
Spain,Male,35,124268.64,0,1,84321.03,0
Germany,Female,34,176311.36,1,0,160213.27,0
France,Male,40,99886.42,1,1,88695.19,0
France,Female,31,0,1,1,6123.15,0
France,Female,36,0,0,1,167749.54,0
Germany,Male,24,85089.3,1,1,71638,0
Germany,Male,41,134318.21,1,1,198064.52,0
Germany,Male,29,75395.53,0,1,54914.92,0
Germany,Female,33,116765.7,0,0,190659.17,1
Spain,Male,60,0,1,1,51637.67,0
France,Male,38,111501.66,1,1,119333.38,0
Germany,Female,48,76595.08,0,0,127095.14,0
France,Female,33,160541.36,0,0,93541.14,0
Germany,Male,38,129728.6,1,0,89289.54,0
France,Male,47,0,0,0,108762.16,0
Spain,Female,34,130929.02,1,1,28238.25,1
Germany,Female,74,116800.25,1,1,34130.43,0
Germany,Male,40,101016.53,0,1,7926.35,1
France,Male,67,0,1,1,27330.27,0
France,Female,33,190566.65,1,1,79997.14,0
Spain,Female,47,0,1,0,50213.81,1
Germany,Female,43,97067.69,0,1,60920.03,1
France,Female,37,92208.54,0,1,197699.8,1
France,Male,37,186347.97,1,0,92809.73,0
Spain,Male,55,103176.62,0,1,163516.16,0
France,Female,58,0,1,1,62449.07,1
Germany,Female,40,77270.08,1,1,115800.1,1
Germany,Female,37,111911.63,1,1,110359.68,1
Germany,Male,72,94216.05,1,1,78695.68,0
Spain,Female,45,0,1,1,128378.04,0
Spain,Female,26,0,1,0,155248.62,0
France,Male,49,106770.82,1,0,123499.27,0
Germany,Female,72,138089.97,1,1,99920.41,0
Germany,Male,39,133191.19,0,1,53289.49,0
France,Female,66,0,1,1,67622.34,0
France,Male,41,74135.85,1,1,11783.1,1
Spain,Male,41,99208.46,1,0,62402.38,0
Germany,Male,84,92242.34,1,1,186235.98,0
Germany,Male,25,108380.72,1,1,79005.95,0
Spain,Female,55,91893.32,1,0,144870.28,1
France,Female,32,85757.93,1,1,95481,0
France,Female,46,0,0,0,820.46,0
Germany,Male,33,96759.42,1,1,174777.98,0
France,Male,30,0,1,1,8991.17,0
France,Male,29,0,1,1,2797.27,0
France,Female,22,0,1,0,22303.17,0
France,Male,71,0,1,1,197562.08,0
France,Male,33,132150.26,1,0,23067.97,0
France,Male,41,0,0,1,190294.12,0
France,Female,31,175443.75,1,0,113167.17,1
France,Male,31,78990.15,1,1,124777.14,0
France,Female,33,113743.37,1,0,124625.08,0
France,Female,26,157624.84,1,1,49599.27,0
France,Female,62,125163.62,1,1,151411.5,0
France,Female,23,0,1,0,122964.18,0
France,Male,60,0,1,1,57088.97,0
Spain,Female,29,80922.75,1,0,7820.78,0
France,Male,40,193354.86,1,0,149188.41,0
Germany,Female,40,107648.94,1,1,134638.97,0
Germany,Female,46,131769.04,0,0,184980.23,1
Germany,Male,36,138992.48,0,0,122373.42,0
France,Female,37,113899.92,0,0,80215.2,0
Germany,Male,26,114450.32,1,1,14081.64,0
France,Male,39,0,1,0,199390.45,0
France,Female,37,0,1,1,7667.48,0
Spain,Male,40,63609.92,0,0,74965.61,1
France,Male,38,0,0,0,30583.95,0
France,Female,42,75497.51,0,0,149682.78,0
France,Female,42,0,1,0,92664.09,0
France,Female,26,0,1,1,138423.1,0
France,Male,31,0,1,1,3148.2,0
France,Female,39,117704.73,1,0,197933.5,0
Germany,Male,35,130463.55,1,1,37341.17,0
Spain,Male,32,46161.18,1,1,79577.4,0
Spain,Male,42,0,0,0,197602.29,0
Germany,Male,43,110182.54,1,1,87537.32,0
Spain,Male,49,0,0,0,41623.59,0
France,Male,41,117221.15,1,0,168280.95,0
France,Female,35,0,0,0,125986.18,0
Germany,Female,43,79120.27,0,0,548.52,1
France,Male,37,177069.24,1,1,96088.54,0
France,Male,36,61636.97,0,0,107787.42,0
France,Male,26,0,1,0,20510.79,0
Germany,Female,37,104414.03,1,0,192026.02,0
France,Male,66,159732.02,1,1,118188.15,0
Germany,Female,34,89437.03,1,1,189540.95,0
France,Male,41,0,1,1,63736.17,0
France,Female,32,0,0,0,95740.37,0
France,Female,30,0,1,1,127939.19,0
France,Male,36,142400.77,1,1,193438.69,0
France,Female,47,88011.4,1,1,90655.94,1
France,Male,36,0,1,1,12067.39,0
Germany,Female,30,154870.28,1,1,54191.38,0
Spain,Female,46,0,1,0,58667.16,1
Spain,Male,43,0,1,1,35687.43,0
Germany,Male,28,118402.25,1,0,14288.93,0
France,Male,37,87374.88,1,1,247.36,0
Germany,Male,32,105397.8,1,0,78111.84,1
Spain,Female,31,125341.69,1,0,79547.39,0
Germany,Male,49,129164.88,1,1,193266.72,0
France,Male,40,141004.46,1,0,105028.46,0
France,Female,21,0,1,0,116106.52,0
France,Male,57,89079.41,1,1,53179.21,1
Germany,Male,40,103604.31,0,0,140947.05,0
France,Male,24,182705.05,1,1,171837.06,0
France,Male,29,0,1,1,123437.05,0
France,Male,33,94598.48,0,0,197519.66,1
Spain,Male,36,188241.05,0,0,183058.51,1
France,Female,37,0,0,0,22710.72,0
France,Female,40,0,0,1,69303.15,0
Germany,Male,39,117469.91,0,0,63705.9,0
Spain,Male,35,80790.74,1,0,116429.51,0
France,Female,62,107735.93,0,1,58381.77,0
Germany,Male,43,133379.41,1,0,177378.66,1
Spain,Female,37,168066.87,1,0,35450.53,0
Germany,Female,43,69014.49,0,0,164621.43,0
France,Male,28,0,1,0,174435.48,0
Germany,Female,42,98548.62,0,1,94047.75,0
France,Female,49,0,1,1,119087.25,0
Spain,Female,26,76554.06,1,1,184800.27,0
France,Female,36,0,0,1,75035.48,0
France,Female,27,107375.82,1,1,62703.38,0
France,Male,40,122417.17,0,1,190882.69,0
France,Female,42,0,0,1,91981.85,1
Spain,Male,33,97188.62,0,0,91881.29,0
France,Male,31,61297.05,1,1,7118.02,0
Spain,Male,30,112666.67,0,0,11710.4,1
Spain,Female,40,0,1,1,25904.12,0
France,Male,28,157842.07,1,0,86911.49,0
France,Male,46,91443.75,1,0,10958.18,0
Germany,Female,30,110148.49,1,0,5790.9,1
Spain,Female,34,53299.96,1,1,42855.97,0
Spain,Male,37,0,1,1,78915.68,0
Spain,Male,39,0,1,1,81409,0
Germany,Male,28,70233.74,1,1,179252.73,0
France,Male,33,0,1,0,42171.13,1
Spain,Female,25,75212.28,1,0,58965.04,0
France,Female,31,41299.03,0,1,102681.32,0
Spain,Female,35,83286.56,1,0,125553.52,0
Spain,Male,43,0,0,0,53478.02,0
France,Male,29,0,0,0,198376.02,1
Germany,Male,35,85668.59,1,0,105525.36,0
France,Female,45,57327.04,0,1,47349,0
Spain,Male,47,0,1,0,178822.32,0
France,Female,37,69609.85,1,1,72127.83,0
Germany,Male,46,129269.27,1,0,163504.33,0
France,Male,27,0,1,1,190623.02,0
France,Female,63,165350.61,0,0,140758.07,1
France,Female,41,152105.57,0,1,132374.41,0
France,Male,74,0,1,1,53949.98,0
France,Female,32,106290.64,1,0,121982.73,0
Germany,Female,30,100548.67,0,0,136983.77,0
Germany,Male,46,106344.95,1,0,114371.33,1
France,Male,35,137482.19,0,0,62389.35,0
France,Female,37,116465.53,0,1,24435.77,0
France,Male,45,0,1,1,10908.33,0
Spain,Male,45,0,0,1,90977.48,0
France,Male,36,127637.92,1,1,81062.93,0
France,Female,34,0,1,1,61230.83,0
France,Male,37,0,1,1,126837.72,0
France,Male,35,81951.74,1,0,115668.53,0
France,Female,42,147531.82,1,1,38819.45,0
Spain,Male,18,0,1,1,86994.54,0
France,Female,33,135120.72,0,0,195204.99,0
Spain,Female,32,0,0,0,131301.74,0
Spain,Female,37,0,0,1,100835.19,0
France,Female,34,0,1,1,198969.78,0
Spain,Male,18,0,0,0,41542.95,0
France,Female,39,0,0,0,118272.07,0
Spain,Female,41,28082.95,1,0,69586.27,1
France,Female,43,0,1,0,149629.13,1
Spain,Male,49,111087.5,0,1,146680.25,0
France,Female,38,0,1,1,132809.18,0
France,Male,35,127120.07,1,0,28707.69,0
France,Female,35,115651.6,1,1,104706.29,0
Germany,Male,31,77743.01,1,0,75335.68,0
France,Female,30,0,1,0,136827.96,0
France,Male,69,71996.09,1,1,139065.94,0
France,Male,28,61581.97,1,1,70179.91,0
France,Female,24,0,1,0,116160.04,0
Spain,Female,42,0,1,0,83008.49,1
France,Female,84,87873.39,0,0,188484.52,1
Germany,Female,37,105617.73,1,1,133699.82,1
France,Female,42,0,0,1,72172.13,1
Germany,Female,44,148770.61,1,1,191057.76,0
Spain,Male,37,94901.09,1,1,48233.75,0
France,Male,29,174851.9,1,1,79178.31,0
France,Male,59,0,1,1,162347.05,0
Germany,Female,43,120847.11,1,0,7611.61,1
France,Male,42,0,1,0,88890.05,0
France,Male,43,0,0,0,63833.09,0
Spain,Female,67,103267.8,1,1,78310.04,0
Spain,Female,34,109699.08,1,1,37898.91,0
France,Male,49,135133.39,0,1,179521.24,1
Spain,Male,33,0,1,0,130726.96,0
France,Female,32,137649.47,0,0,198714.29,0
Spain,Male,43,113567.94,1,0,89543.25,0
Spain,Female,35,0,0,0,2423.9,1
Germany,Male,37,141547.26,0,1,180326.83,0
France,Female,61,62055.17,1,0,166305.16,1
Germany,Male,51,131156.76,1,0,29883.63,0
France,Male,31,134837.58,1,0,192029.19,0
France,Female,39,0,1,0,1710.89,0
Spain,Male,40,104784.23,1,0,135163.76,1
Spain,Male,36,0,0,1,84927.42,0
France,Female,36,156948.41,1,1,149912.28,1
France,Female,60,147751.75,1,0,88206.04,1
France,Male,34,124619.33,0,1,163667.56,0
France,Male,41,124182.21,0,0,100153.43,0
France,Female,64,142028.36,1,0,32275.09,1
France,Male,44,0,0,0,65501.91,1
Germany,Female,31,125837.86,1,0,189392.66,0
Germany,Female,34,117160.32,1,1,116069.24,1
Spain,Female,61,0,0,1,139861.53,0
France,Male,51,97565.74,0,0,144184.06,1
Spain,Female,30,0,0,1,157888.5,0
Spain,Female,25,104833.79,0,0,71911.3,0
Spain,Female,31,101675.22,1,0,45033.75,0
Spain,Male,20,0,0,1,150465.93,0
France,Female,50,0,1,0,126381.6,1
France,Male,46,174701.05,1,0,90189.72,1
Germany,Male,36,71142.77,1,0,122433.09,0
Germany,Male,31,108805.42,0,1,123825.83,0
France,Male,68,0,1,1,11426.7,0
France,Female,32,0,1,1,114951.42,0
France,Female,66,116037.76,0,1,184636.05,0
France,Male,28,0,1,1,91055.27,0
France,Male,23,80673.96,1,0,93991.65,0
Germany,Female,39,124640.51,1,0,116511.12,1
Germany,Male,31,182275.23,1,0,190631.23,0
Germany,Female,41,98635.77,1,0,199970.74,0
France,Male,33,0,1,0,139947.17,0
France,Male,35,0,1,0,8816.37,0
Spain,Male,43,79757.21,1,0,135650.72,1
Germany,Male,28,53053.76,0,1,24577.34,0
France,Male,28,120911.75,1,1,131249.46,0
France,Male,55,115285.85,1,0,140126.17,0
France,Male,41,0,1,0,168219.75,0
Spain,Male,40,221532.8,1,0,171867.08,0
France,Female,51,105056.13,0,0,70613.52,0
France,Male,37,88363.03,0,1,117946.3,0
France,Male,29,123757.52,1,0,84872.66,0
Spain,Male,56,123959.97,1,1,60590.72,1
Germany,Female,62,114822.64,0,1,8444.5,0
Germany,Female,37,145219.3,1,0,159132.83,0
Germany,Female,32,106807.64,1,1,76998.69,0
France,Male,36,148159.71,0,0,55835.66,0
Germany,Female,40,99745.95,1,0,177524.19,0
Germany,Female,37,156282.79,1,0,45985.52,0
France,Male,41,0,1,0,60297.72,0
France,Female,57,0,0,1,194421.12,1
France,Male,50,0,1,0,93568.77,1
Spain,Male,77,0,1,1,34702.92,0
France,Female,47,121376.15,1,0,54473.6,1
France,Male,33,111582.11,0,0,113943.17,0
Germany,Female,34,129417.82,1,0,153727.32,0
France,Female,26,0,1,1,19116.97,0
France,Male,37,0,0,1,112554.68,0
France,Female,36,0,1,0,47318.75,0
Germany,Male,40,94607.08,1,0,36690.49,0
France,Female,56,131368.3,1,0,106918.67,1
France,Female,21,166883.07,0,1,194563.65,0
Spain,Female,37,0,1,0,91086.73,0
Germany,Male,25,172812.72,1,1,108008.65,0
Germany,Female,36,126606.63,1,1,172363.52,0
France,Male,46,134950.19,0,0,178587.36,1
France,Female,60,96956.1,1,0,31907.44,1
Germany,Female,29,107601.79,1,0,18922.18,1
Germany,Female,46,92060.06,1,0,147222.95,1
France,Male,33,0,1,0,1474.79,0
France,Male,41,0,1,1,24924.92,0
France,Male,36,137688.71,1,1,46884.1,0
Spain,Male,55,85845.43,1,1,128918.42,0
Germany,Male,27,125552.96,1,0,105291.26,0
France,Female,33,167298.42,0,1,145381.65,0
Spain,Male,31,55732.92,1,1,103792.53,0
Germany,Female,37,110689.07,1,1,71121.04,1
Spain,Female,39,98544.11,1,1,52327.57,0
Germany,Female,35,178317.6,0,0,197428.64,0
France,Female,48,115713.84,0,0,83210.84,0
France,Male,46,143267.14,0,0,193099.43,0
Spain,Male,19,89750.21,1,0,193008.52,0
Spain,Female,26,116576.45,1,0,157567.37,0
Germany,Female,47,143001.5,1,0,108977.5,0
France,Male,23,157761.56,0,0,147759.84,0
France,Female,37,0,1,1,27528.4,0
Spain,Male,31,103430.11,0,1,36479.27,0
Spain,Female,52,0,1,0,31726.76,1
Spain,Male,27,0,0,0,96398.51,0
Germany,Female,48,115115.38,1,0,139558.6,1
Germany,Female,39,122501.28,1,1,95007.8,0
Spain,Male,62,0,1,1,101663.47,0
France,Male,42,0,1,1,106197.44,0
France,Male,45,146758.24,1,0,48466.89,0
France,Female,32,0,1,1,151978.36,0
France,Male,55,0,0,1,13288.46,1
France,Female,70,110738.89,1,0,22666.77,1
France,Male,67,94203.8,0,1,102391.06,0
France,Male,47,105792.49,0,1,67830.2,1
France,Male,41,153198.23,1,1,92090.36,0
France,Male,38,0,0,0,141023.01,0
France,Male,79,61811.23,1,1,104222.8,0
France,Male,34,101116.06,1,0,196395.05,0
Germany,Female,46,74458.25,0,1,6866.31,0
Germany,Male,33,142871.27,0,0,77737.86,0
Germany,Male,35,98585.94,0,1,106116.84,0
France,Female,37,0,1,1,117948,1
France,Male,30,0,1,1,184581.68,0
France,Female,43,80764.03,1,0,199378.58,1
France,Female,42,144801.97,0,1,12483.39,1
Spain,Male,27,0,1,0,22404.64,0
Germany,Male,35,110053.62,1,1,92887.06,0
France,Female,28,118890.81,0,1,145157.97,0
France,Male,31,0,1,0,134889.95,1
Germany,Female,37,151218.98,1,1,109309.29,0
France,Male,42,150507.21,0,1,169964.12,0
Spain,Female,21,0,1,1,26327.42,0
Germany,Male,33,131023.76,0,0,55072.93,0
Germany,Female,44,122314.5,0,0,68574.88,1
France,Male,29,0,1,1,41671.81,0
France,Male,28,0,1,1,12409.01,0
Germany,Female,52,111739.4,0,1,68367.18,0
France,Male,43,113882.31,1,1,74564.41,0
France,Male,24,98148.61,1,0,26843.76,0
France,Female,32,0,1,0,156774.75,0
France,Male,32,59271.82,1,1,46019.43,0
France,Female,31,0,0,1,145411.39,0
Spain,Male,33,0,1,1,158268.84,0
France,Male,30,69413.44,1,1,74637.57,0
Spain,Male,25,160599.06,1,1,28391.52,0
Spain,Male,22,0,1,1,144385.54,0
France,Female,40,147803.48,1,0,95181.06,1
Spain,Male,44,0,1,1,15627.51,0
France,Female,52,170228.59,0,0,148477.57,1
France,Female,35,133111.73,0,1,79957.95,0
Spain,Female,39,0,0,0,102763.69,0
France,Male,18,176139.5,1,0,129654.22,0
France,Female,32,0,1,1,40652.33,0
Germany,Male,35,110245.13,1,1,178291.09,0
France,Female,45,0,1,0,131906.44,0
Spain,Male,67,158719.57,1,1,118607.4,0
France,Female,76,160979.68,0,1,13848.58,0
Spain,Male,35,123557.65,0,1,170903.4,0
France,Female,60,0,1,1,13161.66,1
France,Female,33,0,1,0,79304.38,1
France,Male,40,112896.86,1,1,121402.53,0
France,Female,39,120962.13,0,0,23305.01,0
Germany,Male,48,96048.55,1,0,74510.65,0
France,Female,21,0,0,1,55601.44,0
France,Male,37,185063.7,1,1,134526.87,0
France,Female,22,118064.93,1,1,195424.01,0
France,Male,46,0,1,1,59563.49,0
France,Female,73,0,1,1,34595.58,0
Germany,Male,40,149131.03,1,1,60036.99,1
France,Female,34,0,1,0,193021.49,0
France,Female,35,0,1,1,48108.72,0
Spain,Female,44,125512.98,0,0,79082.76,0
Spain,Female,42,83492.07,1,0,37914.12,0
France,Male,34,0,0,0,74593.84,0
France,Female,49,0,1,0,82967.97,1
France,Male,30,125739.26,1,1,193441.23,0
Germany,Female,34,98592.88,0,1,191790.29,1
Spain,Female,39,141789.15,1,0,92455.96,0
Germany,Male,22,112949.71,0,0,155231.55,0
France,Male,34,105057.33,1,0,9217.92,0
Germany,Female,46,89087.89,0,1,87941.85,1
Germany,Female,27,147435.96,0,0,187508.06,0
Germany,Male,39,154439.86,1,0,171519.06,0
France,Male,30,73054.37,1,1,27012,0
France,Female,62,124678.35,1,0,70916,1
Germany,Male,40,152576.25,1,0,73073.68,0
France,Female,41,152243.57,1,1,88783.59,0
France,Male,25,0,1,0,145524.36,0
Germany,Male,42,88120.97,1,1,21333.22,0
Germany,Female,51,143930.92,0,1,46675.51,1
France,Female,31,0,1,0,4802.25,0
Germany,Female,29,137059.05,1,0,102975.72,1
France,Female,27,186558.55,1,1,175071.29,1
Spain,Male,66,115654.47,1,1,131970.86,0
Spain,Male,29,0,1,0,14174.09,0
Spain,Male,38,126152.84,0,0,15378.75,0
Germany,Female,51,105701.91,0,1,179797.79,1
France,Male,46,0,1,1,93917.68,1
Germany,Male,67,157094.78,1,1,99490.01,0
Germany,Male,40,113228.38,1,1,46415.09,0
France,Female,32,0,1,1,151815.76,0
Germany,Male,37,108432.88,1,1,14865.05,0
Spain,Male,27,0,1,1,188007.99,0
Germany,Female,44,120702.67,1,1,98175.74,0
France,Female,32,0,1,0,106851.7,0
France,Male,45,0,0,1,75204.21,0
Germany,Female,29,139106.19,1,0,141872.05,1
Germany,Female,39,101851.8,1,0,7103.71,0
Germany,Female,32,130935.56,1,0,9241.83,1
Germany,Male,37,116509.99,1,1,149517.71,1
Germany,Female,37,93124.04,1,1,196079.32,0
Germany,Male,35,111578.18,0,0,166165.93,1
France,Male,32,0,1,1,55724.24,0
France,Female,39,86546.29,0,1,131768.98,0
France,Male,33,0,1,1,13858.95,0
France,Male,39,129669.32,1,0,82774.07,0
Spain,Male,29,0,1,0,55389.59,0
Spain,Female,36,164557.95,0,1,82336.73,0
France,Male,23,0,1,1,163225.48,0
Spain,Male,35,118989.92,1,1,135536.72,0
France,Male,29,0,0,0,82422.97,0
France,Male,31,0,0,1,194660.78,0
Spain,Female,45,79259.75,1,0,55347.28,0
France,Male,38,112230.38,1,0,16717.11,1
France,Male,40,118129.87,1,1,160277.65,0
Spain,Male,38,86824.09,0,0,175905.97,0
France,Female,64,128306.7,0,1,66040.83,0
Germany,Female,40,117641.43,0,0,92198.05,0
Germany,Female,37,125734.2,1,0,134625.09,1
France,Male,49,103302.37,1,1,50974.57,0
France,Male,27,0,1,0,171922.72,0
Spain,Male,36,82696.09,0,0,83058.14,0
France,Male,29,145471.37,1,0,188382.77,0
Spain,Male,34,101506.66,0,0,198030.24,0
France,Male,47,156265.31,0,0,1055.66,0
France,Male,27,128554.98,1,1,133173.19,0
Germany,Male,34,139959.55,1,1,189875.83,0
Spain,Male,34,132944.53,1,1,31802.92,0
France,Female,35,0,1,1,132649.85,0
France,Male,61,0,1,0,53067.83,1
Germany,Male,22,93547.23,0,1,961.57,0
France,Male,33,152302.72,1,0,71333.44,0
France,Female,31,147674.26,1,1,16658.76,0
Spain,Female,59,148021.12,1,1,74878.22,0
France,Male,37,0,0,0,112104.55,0
Germany,Male,46,142360.62,1,0,48421.4,1
Germany,Female,27,151027.56,1,0,170320.58,0
Germany,Female,44,138843.7,1,0,37688.31,1
Spain,Female,26,109958.15,1,1,136592.24,1
France,Female,31,138857.59,1,0,48640.77,0
Germany,Female,45,105426.5,0,1,89773.45,0
Germany,Female,41,149155.53,1,0,42131.26,1
Germany,Male,27,135096.05,1,1,186523.72,1
Germany,Male,28,170890.05,1,0,41758.9,0
Spain,Female,45,89122.3,1,1,199256.98,0
Spain,Female,54,78126.28,1,1,153482.91,1
France,Female,38,123894.43,1,0,21177.1,0
France,Male,36,0,0,1,138743.86,0
Germany,Male,58,106913.43,1,0,25881,1
France,Male,32,127845.83,1,0,66469.2,0
France,Female,22,0,0,1,142670.61,0
France,Male,26,106397.75,0,0,103563.23,0
France,Female,51,0,1,1,69101.23,1
Spain,Female,43,0,1,0,59475.35,0
Spain,Female,35,166492.48,1,0,135287.74,0
France,Female,28,0,1,1,38773.74,0
Spain,Male,31,114493.68,0,0,138396.32,0
Germany,Female,44,126104.98,0,1,110718.02,0
Germany,Male,51,124425.99,0,0,118545.49,1
France,Female,40,0,1,0,123207.17,0
Spain,Male,34,0,0,0,99984.86,0
Spain,Female,38,0,1,0,58332.91,0
France,Male,30,101140.76,1,1,50906.65,0
Germany,Male,41,150844.94,0,1,127623.36,0
Spain,Male,35,115024.5,0,1,169665.79,0
France,Female,30,131286.46,1,0,194144.45,0
France,Female,42,0,1,0,35673.42,0
France,Female,40,141267.67,0,1,177397.49,0
Spain,Male,73,137761.55,1,1,159677.46,0
France,Male,30,0,1,0,153566.97,0
France,Male,33,98064.97,1,0,52411.99,0
France,Female,31,114519.57,0,1,79222.02,0
Germany,Female,29,101012.77,0,0,32589.89,1
France,Female,44,0,0,1,93777.61,0
Germany,Male,46,82291.1,1,0,112549.99,1
